,text,label
16656,Latvia remains a strong advocate of the 2030 Agenda for Sustainable Development with a view to achieving the Sustainable Development Goals both nationally and globally.,0
1526,Our largely rural-based economy is dependent on subsistence agriculture.,0
12907,"Again, not certain but pointed in the right direction, which then of course gives the possibility of a different approach to this virus, but in the meantime, we’ve got to get on control, control of this in the way that Chris has described in order to make sure we can live with it in a way that is sustainable and protects health and society overall.",1
6902,States must prioritize the eradication of extreme poverty and inequality in all its dimensions and the provision of access to basic services for the population.,0
2736,We have to advance gender equality and the empowerment of women.,0
12900,"Professor Bryan Charleston, Director and CEO of Pirbright said: There is a global unmet need to accelerate the development of vaccines from the laboratory to provide effective products for livestock keepers to control disease in their animals.",0
11688,This made a huge impact in efficient management of the pandemic.,1
7642,"This is important, because it means it can be administered outside of a hospital setting, before COVID-19 has progressed to a severe stage.",0
16912,We are successfully balancing our global responsibilities with sensible and practical policies to secure our environmental and economic future.,1
6586,"In the past year, important issues affecting peace and security have resurfaced.",0
